Category,Category | Sub-Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Period,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Selection,Ship Date,Ship Mode,State,Sub-Category,Type Of Area,Costs,Discount,Profit,Profitable or not?,Quantity,S C P,Sales
Furniture,Chairs,Lakewood,United States,CC-12430,Chuck Clark,2022-12-03,CA-2017-166695,1,90712,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",West,6068,Home Office,WEST,2022-01-07,Standard Class,California,Chairs,,615.448,0.2,-97.176,No,8,518.272,518.272
Furniture,Chairs,San Diego,United States,LC-16960,Lindsay Castell,2023-11-04,CA-2015-111038,0,92037,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,West,8893,Home Office,WEST,2020-10-11,Standard Class,California,Chairs,,2409.0048,0.2,267.6672,Yes,9,2676.672,2676.672
Furniture,Tables,Springfield,United States,MP-18175,Mike Pelletier,2023-01-18,US-2016-127334,1,97477,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,West,6647,Home Office,WEST,2021-11-05,Standard Class,Oregon,Tables,,868.8603,0.5,-304.6653,No,3,564.195,564.195
Furniture,Tables,Gilbert,United States,KM-16375,Katherine Murray,2023-01-21,CA-2017-135937,1,85234,FUR-TA-10001039,KI Adjustable-Height Table,West,6660,Home Office,WEST,2021-11-03,Standard Class,Arizona,Tables,,572.6268,0.5,-185.7168,No,9,386.91,386.91
Office Supplies,Paper,Greenwood,United States,AB-10060,Adam Bellavance,2023-12-20,CA-2017-118213,0,46142,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Central,9498,Home Office,CENTRAL,2020-06-16,First Class,Indiana,Paper,,2.3814,0.0,2.0286,Yes,1,4.41,
Office Supplies,Binders,Springfield,United States,CL-12700,Craig Leslie,2021-07-14,CA-2017-159604,0,65807,OFF-BI-10003460,Acco 3-Hole Punch,Central,2663,Home Office,CENTRAL,2023-05-20,First Class,Missouri,Binders,,4.5552,0.0,4.2048,Yes,2,8.76,8.76
Office Supplies,Binders,Franklin,United States,DP-13390,Dennis Pardue,2023-01-24,CA-2017-154466,1,53132,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Central,6683,Home Office,CENTRAL,2021-10-29,First Class,Wisconsin,Binders,,1.872,0.0,1.728,Yes,2,3.6,3.6
Office Supplies,Envelopes,Minneapolis,United States,AW-10930,Arthur Wiediger,2023-12-03,US-2017-118157,0,55407,OFF-EN-10004459,Security-Tint Envelopes,Central,9218,Home Office,CENTRAL,2020-08-16,First Class,Minnesota,Envelopes,,7.7928,0.0,7.4872,Yes,2,15.28,15.28
Office Supplies,Binders,Midland,United States,SD-20485,Shirley Daniels,2023-07-01,CA-2015-120782,0,48640,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Central,7684,Home Office,CENTRAL,2021-05-09,First Class,Michigan,Binders,,1906.485,0.0,1906.485,Yes,3,3812.97,
Office Supplies,Labels,Maple Grove,United States,Dp-13240,Dean percer,2022-09-27,CA-2017-169691,1,55369,OFF-LA-10002312,Avery 490,Central,5476,Home Office,CENTRAL,2022-05-12,First Class,Minnesota,Labels,,22.2,0.0,22.2,Yes,3,44.4,44.4
Office Supplies,Paper,Greenwood,United States,AB-10060,Adam Bellavance,2023-12-20,CA-2017-118213,0,46142,OFF-PA-10000565,Easy-staple paper,Central,9499,Home Office,CENTRAL,2020-06-16,First Class,Indiana,Paper,,85.6494,0.0,82.2906,Yes,3,167.94,167.94
Office Supplies,Paper,Maple Grove,United States,Dp-13240,Dean percer,2022-09-27,CA-2017-169691,1,55369,OFF-PA-10003022,Xerox 1992,Central,5478,Home Office,CENTRAL,2022-05-11,First Class,Minnesota,Paper,,9.1494,0.0,8.7906,Yes,3,17.94,17.94
Office Supplies,Storage,Detroit,United States,HJ-14875,Heather Jas,2023-12-25,CA-2017-132584,0,48234,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",Central,9585,Home Office,CENTRAL,2020-05-25,First Class,Michigan,Storage,,39.7528,0.0,13.9672,Yes,4,53.72,53.72
Office Supplies,Binders,Ann Arbor,United States,SU-20665,Stephanie Ulpright,2022-10-11,CA-2015-134943,1,48104,OFF-BI-10000666,Surelock Post Binders,Central,5635,Home Office,CENTRAL,2022-04-09,First Class,Michigan,Binders,,76.4,0.0,76.4,Yes,5,152.8,152.8
Office Supplies,Storage,Maple Grove,United States,Dp-13240,Dean percer,2022-09-27,CA-2017-169691,1,55369,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Central,5477,Home Office,CENTRAL,2022-05-12,First Class,Minnesota,Storage,,61.7215,0.0,22.8285,Yes,5,84.55,84.55
Office Supplies,Art,Columbus,United States,CC-12100,Chad Cunningham,2020-10-05,CA-2016-161781,0,47201,OFF-AR-10000255,Newell 328,Central,1077,Home Office,CENTRAL,2023-11-11,First Class,Indiana,Art,,30.2512,0.0,10.6288,Yes,7,40.88,40.88
Office Supplies,Labels,Appleton,United States,JS-15940,Joni Sundaresam,2020-12-07,CA-2014-130274,0,54915,OFF-LA-10002195,Avery 481,Central,1553,Home Office,CENTRAL,2023-10-04,First Class,Wisconsin,Labels,,11.2112,0.0,10.3488,Yes,7,21.56,21.56
Office Supplies,Paper,Greenwood,United States,AB-10060,Adam Bellavance,2023-12-20,CA-2017-118213,0,46142,OFF-PA-10003673,Strathmore Photo Mount Cards,Central,9500,Home Office,CENTRAL,2020-06-16,First Class,Indiana,Paper,,36.612,0.0,31.188,Yes,10,67.8,67.8
Office Supplies,Appliances,Midland,United States,SD-20485,Shirley Daniels,2023-07-01,CA-2015-120782,0,48640,OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Central,7683,Home Office,CENTRAL,2021-05-09,First Class,Michigan,Appliances,,145.236,0.1,41.496,Yes,1,186.732,186.732
Office Supplies,Paper,Chicago,United States,RB-19465,Rick Bensley,2023-12-14,CA-2014-152618,0,60653,OFF-PA-10001215,Xerox 1963,Central,9407,Home Office,CENTRAL,2020-07-06,First Class,Illinois,Paper,,5.808,0.2,2.64,Yes,2,8.448,8.448
Office Supplies,Paper,Houston,United States,CM-12655,Corinna Mitchell,2024-01-20,CA-2015-168088,0,77041,OFF-PA-10000675,Xerox 1919,Central,9962,Home Office,CENTRAL,2020-02-10,First Class,Texas,Paper,,41.8098,0.2,23.7742,Yes,2,65.584,65.584
Office Supplies,Art,Houston,United States,SZ-20035,Sam Zeldin,2022-09-04,CA-2014-105165,1,77036,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Central,5265,Home Office,CENTRAL,2022-06-16,First Class,Texas,Art,,18.3111,0.2,3.5529,Yes,3,21.864,21.864
Office Supplies,Envelopes,Dallas,United States,PA-19060,Pete Armstrong,2023-07-06,CA-2017-140508,0,75220,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Central,7732,Home Office,CENTRAL,2021-04-29,First Class,Texas,Envelopes,,78.958,0.2,35.89,Yes,4,114.848,
Office Supplies,Storage,Chicago,United States,SD-20485,Shirley Daniels,2020-11-26,CA-2017-102337,0,60653,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Central,1446,Home Office,CENTRAL,2023-10-11,First Class,Illinois,Storage,,203.8608,0.2,-39.1248,No,4,164.736,164.736
Office Supplies,Envelopes,Brownsville,United States,MP-17470,Mark Packer,2023-06-24,CA-2014-162089,0,78521,OFF-EN-10002230,Airmail Envelopes,Central,7630,Home Office,CENTRAL,2021-05-17,First Class,Texas,Envelopes,,222.4145,0.2,113.3055,Yes,5,335.72,335.72
Office Supplies,Paper,Houston,United States,AH-10120,Adrian Hane,2023-07-03,CA-2017-107958,0,77036,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Central,7696,Home Office,CENTRAL,2021-05-06,First Class,Texas,Paper,,104.5245,0.2,59.4355,Yes,5,163.96,
Office Supplies,Art,Houston,United States,CR-12820,Cyra Reiten,2023-08-26,CA-2017-159149,0,77041,OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Central,8107,Home Office,CENTRAL,2021-01-17,First Class,Texas,Art,,122.808,0.2,52.632,Yes,6,175.44,175.44
Office Supplies,Storage,Houston,United States,NZ-18565,Nick Zandusky,2022-12-03,CA-2017-154676,1,77070,OFF-ST-10001172,"Tennsco Lockers, Sand",Central,6081,Home Office,CENTRAL,2022-01-07,First Class,Texas,Storage,,143.5032,0.2,7.5528,Yes,9,151.056,
Office Supplies,Binders,Houston,United States,SZ-20035,Sam Zeldin,2022-09-03,CA-2014-105165,1,77036,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Central,5262,Home Office,CENTRAL,2022-06-18,First Class,Texas,Binders,,7.738,0.8,-4.818,No,2,2.92,2.92
Office Supplies,Binders,Houston,United States,AH-10120,Adrian Hane,2023-07-03,CA-2017-107958,0,77036,OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,Central,7697,Home Office,CENTRAL,2021-05-06,First Class,Texas,Binders,,13.3416,0.8,-8.1096,No,4,5.232,5.232
Office Supplies,Binders,Houston,United States,MR-17545,Mathew Reese,2023-09-27,US-2014-120236,0,77095,OFF-BI-10004099,GBC VeloBinder Strips,Central,8398,Home Office,CENTRAL,2020-12-16,First Class,Texas,Binders,,19.2,0.8,-11.52,No,5,7.68,7.68
Office Supplies,Binders,Houston,United States,SL-20155,Sara Luxemburg,2020-12-27,US-2015-107349,0,77095,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Central,1758,Home Office,CENTRAL,2023-09-17,First Class,Texas,Binders,,108.0768,0.8,-66.5088,No,6,41.568,41.568
Office Supplies,Appliances,New York City,United States,MG-17875,Michael Grace,2021-09-25,CA-2016-131499,0,10011,OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,East,3005,Home Office,EAST,2023-04-04,First Class,New York,Appliances,,145.236,0.0,62.244,Yes,1,207.48,207.48
Office Supplies,Storage,New York City,United States,RB-19705,Roger Barcio,2023-12-25,CA-2017-152975,0,10035,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,East,9580,Home Office,EAST,2020-05-25,First Class,New York,Storage,,67.431,0.0,3.549,Yes,1,70.98,70.98
Office Supplies,Supplies,New York City,United States,DS-13030,Darrin Sayre,2022-12-25,CA-2017-144848,1,10009,OFF-SU-10000646,Premier Automatic Letter Opener,East,6367,Home Office,EAST,2021-12-13,First Class,New York,Supplies,,233.1589,0.0,7.2111,Yes,1,240.37,240.37
Office Supplies,Binders,Newark,United States,EM-14140,Eugene Moren,2022-12-24,CA-2015-146255,1,19711,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",East,6344,Home Office,EAST,2021-12-16,First Class,Delaware,Binders,,15.5244,0.0,14.9156,Yes,2,30.44,
Office Supplies,Binders,Newark,United States,EM-14140,Eugene Moren,2022-12-24,CA-2015-146255,1,19711,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,East,6345,Home Office,EAST,2021-12-16,First Class,Delaware,Binders,,36.0256,0.0,33.2544,Yes,2,69.28,69.28
Office Supplies,Paper,Shelton,United States,CD-12790,Cynthia Delaney,2023-09-27,CA-2016-145135,0,6484,OFF-PA-10004285,Xerox 1959,East,8385,Home Office,EAST,2020-12-17,First Class,Connecticut,Paper,,6.9472,0.0,6.4128,Yes,2,13.36,13.36
Office Supplies,Paper,New York City,United States,AB-10255,Alejandro Ballentine,2022-10-01,CA-2015-142055,1,10009,OFF-PA-10003465,Xerox 1912,East,5528,Home Office,EAST,2022-05-05,First Class,New York,Paper,,19.7288,0.0,18.2112,Yes,2,37.94,37.94
Office Supplies,Paper,New York City,United States,BE-11335,Bill Eplett,2022-11-26,CA-2016-166912,1,10009,OFF-PA-10001033,Xerox 1893,East,5968,Home Office,EAST,2022-01-19,First Class,New York,Paper,,41.8098,0.0,40.1702,Yes,2,81.98,81.98
Office Supplies,Binders,Providence,United States,RH-19510,Rick Huthwaite,2021-02-03,CA-2016-168354,0,2908,OFF-BI-10004826,JM Magazine Binder,East,2023,Home Office,EAST,2023-08-10,First Class,Rhode Island,Binders,,25.7556,0.0,23.7744,Yes,3,49.53,49.53
Office Supplies,Paper,New York City,United States,SR-20740,Steven Roelle,2022-11-02,CA-2015-150196,1,10024,OFF-PA-10003797,Xerox 209,East,5814,Home Office,EAST,2022-02-26,First Class,New York,Paper,,10.1088,0.0,9.3312,Yes,3,19.44,19.44
Office Supplies,Paper,Providence,United States,RH-19510,Rick Huthwaite,2021-02-03,CA-2016-168354,0,2908,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",East,2022,Home Office,EAST,2023-08-10,First Class,Rhode Island,Paper,,9.372,0.0,7.668,Yes,3,17.04,17.04
Office Supplies,Art,Meriden,United States,AT-10435,Alyssa Tate,2022-10-11,CA-2017-106355,1,6450,OFF-AR-10000246,Newell 318,East,5642,Home Office,EAST,2022-04-08,First Class,Connecticut,Art,,8.2288,0.0,2.8912,Yes,4,11.12,11.12
Office Supplies,Art,New York City,United States,TA-21385,Tom Ashbrook,2023-12-31,CA-2017-140536,0,10035,OFF-AR-10001545,Newell 326,East,9691,Home Office,EAST,2020-04-30,First Class,New York,Art,,4.9984,0.0,2.0416,Yes,4,7.04,7.04
Office Supplies,Art,New York City,United States,RB-19705,Roger Barcio,2023-12-25,CA-2017-152975,0,10035,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,East,9581,Home Office,EAST,2020-05-25,First Class,New York,Art,,21.2645,0.0,8.6855,Yes,5,29.95,29.95
Office Supplies,Envelopes,New York City,United States,TA-21385,Tom Ashbrook,2021-07-07,CA-2017-127180,0,10024,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,East,2626,Home Office,EAST,2023-05-27,First Class,New York,Envelopes,,35.145,0.0,28.755,Yes,5,63.9,63.9
Office Supplies,Paper,New York City,United States,RD-19810,Ross DeVincentis,2021-10-09,CA-2016-120558,0,10035,OFF-PA-10003441,Xerox 226,East,3149,Home Office,EAST,2023-03-02,First Class,New York,Paper,,16.848,0.0,15.552,Yes,5,32.4,32.4
Office Supplies,Storage,New York City,United States,SZ-20035,Sam Zeldin,2023-09-05,CA-2016-135965,0,10035,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",East,8177,Home Office,EAST,2021-01-08,First Class,New York,Storage,,91.1214,0.0,37.2186,Yes,6,128.34,128.34
Office Supplies,Storage,New York City,United States,MR-17545,Mathew Reese,2020-12-31,US-2017-139465,0,10024,OFF-ST-10002352,Iris Project Case,East,1796,Home Office,EAST,2023-09-14,First Class,New York,Storage,,47.2416,0.0,16.5984,Yes,8,63.84,63.84
Office Supplies,Storage,Providence,United States,RH-19510,Rick Huthwaite,2021-02-01,CA-2016-168354,0,2908,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",East,2021,Home Office,EAST,2023-08-10,First Class,Rhode Island,Storage,,1124.361,0.0,481.869,Yes,9,1606.23,1606.23
Office Supplies,Supplies,Philadelphia,United States,SD-20485,Shirley Daniels,2020-11-23,US-2014-118486,0,19143,OFF-SU-10004498,Martin-Yale Premier Letter Opener,East,1405,Home Office,EAST,2023-10-15,First Class,Pennsylvania,Supplies,,12.4936,0.2,-2.1896,No,1,10.304,10.304
Office Supplies,Fasteners,Philadelphia,United States,VM-21685,Valerie Mitchum,2020-12-16,CA-2015-105221,0,19140,OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",East,1648,Home Office,EAST,2023-09-29,First Class,Pennsylvania,Fasteners,,3.8808,0.2,-0.7128,No,2,3.168,3.168
Office Supplies,Labels,Philadelphia,United States,AW-10930,Arthur Wiediger,2022-12-26,CA-2016-163216,1,19143,OFF-LA-10000134,Avery 511,East,6377,Home Office,EAST,2021-12-12,First Class,Pennsylvania,Labels,,3.2032,0.2,1.7248,Yes,2,4.928,4.928
Office Supplies,Art,Philadelphia,United States,FM-14290,Frank Merwin,2022-11-12,CA-2015-130554,1,19140,OFF-AR-10001954,Newell 331,East,5876,Home Office,EAST,2022-02-04,First Class,Pennsylvania,Art,,10.7091,0.2,1.0269,Yes,3,11.736,11.736
Office Supplies,Envelopes,Cleveland,United States,CA-12055,Cathy Armstrong,2022-10-17,CA-2016-125661,1,44105,OFF-EN-10001532,Brown Kraft Recycled Envelopes,East,5701,Home Office,EAST,2022-04-02,First Class,Ohio,Envelopes,,25.47,0.2,15.282,Yes,3,40.752,40.752
Office Supplies,Paper,Cleveland,United States,CC-12100,Chad Cunningham,2024-01-14,CA-2015-104297,0,44105,OFF-PA-10000474,Easy-staple paper,East,9881,Home Office,EAST,2020-03-18,First Class,Ohio,Paper,,56.3496,0.2,28.7064,Yes,3,85.056,85.056
Office Supplies,Paper,Philadelphia,United States,MA-17560,Matt Abelman,2022-03-10,CA-2014-168823,1,19143,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",East,4235,Home Office,EAST,2022-10-26,First Class,Pennsylvania,Paper,,7.2369,0.2,4.1151,Yes,3,11.352,11.352
Office Supplies,Storage,Cleveland,United States,BE-11455,Brad Eason,2024-01-14,US-2017-166324,0,44105,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,East,9877,Home Office,EAST,2020-03-19,First Class,Ohio,Storage,,869.7576,0.2,-21.2136,No,4,848.544,848.544
Office Supplies,Binders,New York City,United States,MR-17545,Mathew Reese,2021-01-01,US-2017-139465,0,10024,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,East,1798,Home Office,EAST,2023-09-14,First Class,New York,Binders,,25.443,0.2,11.565,Yes,6,37.008,37.008
Office Supplies,Fasteners,Akron,United States,RD-19810,Ross DeVincentis,2023-09-27,CA-2016-102596,0,44312,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",East,8390,Home Office,EAST,2020-12-17,First Class,Ohio,Fasteners,,10.9548,0.2,6.2292,Yes,6,17.184,17.184
Office Supplies,Art,Lancaster,United States,NF-18595,Nicole Fjeld,2023-08-13,US-2014-131870,0,43130,OFF-AR-10000634,Newell 320,East,8018,Home Office,EAST,2021-01-25,First Class,Ohio,Art,,28.1196,0.2,2.6964,Yes,9,30.816,30.816
Office Supplies,Labels,Philadelphia,United States,MA-17560,Matt Abelman,2022-03-10,CA-2014-168823,1,19143,OFF-LA-10004425,Staple-on labels,East,4236,Home Office,EAST,2022-10-25,First Class,Pennsylvania,Labels,,13.7853,0.2,7.0227,Yes,9,20.808,20.808
Office Supplies,Binders,Troy,United States,MP-18175,Mike Pelletier,2023-02-25,CA-2015-166338,0,45373,OFF-BI-10002852,Ibico Standard Transparent Covers,East,6841,Home Office,EAST,2021-10-15,First Class,Ohio,Binders,,25.2144,0.7,-10.3824,No,3,14.832,14.832
Office Supplies,Binders,Lakewood,United States,TC-21475,Tony Chapman,2023-06-26,CA-2017-155740,0,44107,OFF-BI-10001071,GBC ProClick Punch Binding System,East,7659,Home Office,EAST,2021-05-13,First Class,Ohio,Binders,,130.5192,0.7,-53.7432,No,4,76.776,76.776
Office Supplies,Binders,Cleveland,United States,BE-11455,Brad Eason,2024-01-14,US-2017-166324,0,44105,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",East,9878,Home Office,EAST,2020-03-18,First Class,Ohio,Binders,,15.08,0.7,-6.38,No,5,8.7,8.7
Office Supplies,Binders,Troy,United States,CK-12325,Christine Kargatis,2023-12-11,CA-2017-109085,0,45373,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",East,9345,Home Office,EAST,2020-07-19,First Class,Ohio,Binders,,10.4775,0.7,-4.7625,No,5,5.715,5.715
Office Supplies,Binders,Arlington,United States,KM-16375,Katherine Murray,2022-08-29,CA-2016-149454,1,22204,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",South,5244,Home Office,SOUTH,2022-06-20,First Class,Virginia,Binders,,5.6376,0.0,4.8024,Yes,1,10.44,10.44
Office Supplies,Storage,Harrisonburg,United States,PS-19045,Penelope Sewall,2020-10-13,CA-2014-136567,0,22801,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",South,1155,Home Office,SOUTH,2023-11-02,First Class,Virginia,Storage,,122.48,0.0,0.0,Yes,2,122.48,122.48
Office Supplies,Supplies,Richmond,United States,RD-19810,Ross DeVincentis,2021-12-02,CA-2017-155292,1,40475,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",South,3548,Home Office,SOUTH,2023-01-04,First Class,Kentucky,Supplies,,24.542,0.0,10.518,Yes,2,35.06,35.06
Office Supplies,Binders,Harrisonburg,United States,PS-19045,Penelope Sewall,2020-10-13,CA-2014-136567,0,22801,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,South,1157,Home Office,SOUTH,2023-11-02,First Class,Virginia,Binders,,33.0243,0.0,29.2857,Yes,3,62.31,
Office Supplies,Binders,Richmond,United States,MA-17995,Michelle Arnett,2023-11-26,CA-2014-132010,0,23223,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,South,9114,Home Office,SOUTH,2020-09-07,First Class,Virginia,Binders,,8.0454,0.0,7.1346,Yes,3,15.18,15.18
Office Supplies,Paper,Springfield,United States,ME-17320,Maria Etezadi,2022-03-13,CA-2016-159142,1,22153,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",South,4244,Home Office,SOUTH,2022-10-24,First Class,Virginia,Paper,,14.7393,0.0,13.0707,Yes,3,27.81,27.81
Office Supplies,Storage,Richmond,United States,MA-17995,Michelle Arnett,2023-11-26,CA-2014-132010,0,23223,OFF-ST-10003641,Space Solutions Industrial Galvanized Steel Shelving.,South,9113,Home Office,SOUTH,2020-09-07,First Class,Virginia,Storage,,308.896,0.0,6.304,Yes,4,315.2,315.2
Office Supplies,Envelopes,Richmond,United States,MA-17995,Michelle Arnett,2023-11-26,CA-2014-132010,0,23223,OFF-EN-10003160,Pastel Pink Envelopes,South,9111,Home Office,SOUTH,2020-09-07,First Class,Virginia,Envelopes,,18.928,0.0,17.472,Yes,5,36.4,36.4
Office Supplies,Storage,Richmond,United States,RD-19810,Ross DeVincentis,2021-12-01,CA-2017-155292,1,40475,OFF-ST-10004963,Eldon Gobal File Keepers,South,3547,Home Office,SOUTH,2023-01-04,First Class,Kentucky,Storage,,101.7408,0.0,4.2392,Yes,7,105.98,
Office Supplies,Labels,Richmond,United States,RD-19810,Ross DeVincentis,2021-12-02,CA-2017-155292,1,40475,OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,South,3550,Home Office,SOUTH,2023-01-04,First Class,Kentucky,Labels,,15.6,0.0,14.4,Yes,8,30.0,
Office Supplies,Fasteners,Hialeah,United States,EH-14005,Erica Hernandez,2021-01-12,CA-2014-140165,0,33012,OFF-FA-10002815,Staples,South,1887,Home Office,SOUTH,2023-08-30,First Class,Florida,Fasteners,,4.7064,0.2,2.3976,Yes,2,7.104,7.104
Office Supplies,Paper,Knoxville,United States,Dp-13240,Dean percer,2022-09-13,US-2017-162558,1,37918,OFF-PA-10003172,Xerox 1996,South,5319,Home Office,SOUTH,2022-06-07,First Class,Tennessee,Paper,,13.4784,0.2,7.2576,Yes,4,20.736,20.736
Office Supplies,Art,Nashville,United States,PN-18775,Parhena Norris,2022-08-08,CA-2017-132213,1,37211,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,South,5109,Home Office,SOUTH,2022-07-08,First Class,Tennessee,Art,,61.128,0.2,6.792,Yes,5,67.92,67.92
Office Supplies,Storage,Hialeah,United States,FC-14245,Frank Carlisle,2023-09-25,CA-2017-144456,0,33012,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",South,8325,Home Office,SOUTH,2020-12-21,First Class,Florida,Storage,,56.283,0.2,5.397,Yes,5,61.68,
Office Supplies,Art,Nashville,United States,PN-18775,Parhena Norris,2022-08-08,CA-2017-132213,1,37211,OFF-AR-10004078,Newell 312,South,5108,Home Office,SOUTH,2022-07-08,First Class,Tennessee,Art,,36.792,0.2,5.256,Yes,9,42.048,42.048
Office Supplies,Binders,Knoxville,United States,Dp-13240,Dean percer,2022-09-13,US-2017-162558,1,37918,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,South,5320,Home Office,SOUTH,2022-06-07,First Class,Tennessee,Binders,,49.248,0.7,-21.888,No,3,27.36,27.36
Office Supplies,Binders,Miami,United States,PA-19060,Pete Armstrong,2022-09-05,US-2016-158309,1,33142,OFF-BI-10000145,Zipper Ring Binder Pockets,South,5274,Home Office,SOUTH,2022-06-16,First Class,Florida,Binders,,6.3648,0.7,-2.6208,No,4,3.744,3.744
Office Supplies,Binders,Knoxville,United States,Dp-13240,Dean percer,2022-09-14,US-2017-162558,1,37918,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',South,5322,Home Office,SOUTH,2022-06-06,First Class,Tennessee,Binders,,60.4836,0.7,-26.2476,No,4,34.236,
Office Supplies,Binders,Hialeah,United States,EH-14005,Erica Hernandez,2021-01-13,CA-2014-140165,0,33012,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,South,1888,Home Office,SOUTH,2023-08-30,First Class,Florida,Binders,,730.312,0.7,-331.96,No,8,398.352,398.352
Office Supplies,Art,Seattle,United States,MZ-17335,Maria Zettner,2022-03-10,CA-2017-147144,1,98105,OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",West,4239,Home Office,WEST,2022-10-25,First Class,Washington,Art,,13.881,0.0,5.949,Yes,1,19.83,19.83
Office Supplies,Art,Seattle,United States,CS-12400,Christopher Schild,2020-12-08,CA-2017-107293,0,98115,OFF-AR-10003732,Newell 333,West,1562,Home Office,WEST,2023-10-04,First Class,Washington,Art,,2.0572,0.0,0.7228,Yes,1,2.78,2.78
Office Supplies,Art,Santa Ana,United States,EK-13795,Eileen Kiefer,2022-02-21,CA-2015-154340,1,92704,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",West,4176,Home Office,WEST,2022-11-07,First Class,California,Art,,40.536,0.0,15.764,Yes,2,56.3,56.3
Office Supplies,Fasteners,Los Angeles,United States,CD-12790,Cynthia Delaney,2021-08-08,CA-2015-149972,0,90036,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,West,2787,Home Office,WEST,2023-05-03,First Class,California,Fasteners,,5.372,0.0,2.528,Yes,2,7.9,7.9
Office Supplies,Paper,Apple Valley,United States,KB-16405,Katrina Bavinger,2021-10-03,CA-2017-101182,0,92307,OFF-PA-10001800,Xerox 220,West,3080,Home Office,WEST,2023-03-20,First Class,California,Paper,,6.7392,0.0,6.2208,Yes,2,12.96,
Office Supplies,Art,Los Angeles,United States,ED-13885,Emily Ducich,2022-01-08,CA-2017-134838,1,90045,OFF-AR-10000634,Newell 320,West,3963,Home Office,WEST,2022-12-02,First Class,California,Art,,9.3732,0.0,3.4668,Yes,3,12.84,12.84
Office Supplies,Art,San Francisco,United States,PV-18985,Paul Van Hugh,2020-10-06,CA-2016-107216,0,94122,OFF-AR-10002255,Newell 346,West,1102,Home Office,WEST,2023-11-08,First Class,California,Art,,6.1344,0.0,2.5056,Yes,3,8.64,8.64
